jooq.advertisement.transcription,jooq.advertisement.id
"information wanted, respecting a young man named
jonathan wilks, who left nash county in july last in a
deranged state of mind, on foot, thinly clad.  He is about 23 years
old, 6 feet high, spare made, black hair and black eyes, with fair
skin, a scar on one of his feet, occasioned by a cut with an axe:
when spoken to seldom replies, quite inoffensive in his manners.
When heard from last he was at Oxford, N.C., about the 1st of September.
He may be aiming for Tennessee, where he lived a few
years ago.  Any information respecting him will be thankfully received
by his brother, either at Nash Court House, N. Caroliona, or
at Charlotte Court-House, Virginia.
January 12 [72-3t] B.F. Wilks",08d5dbe6-22e7-459d-804f-8fd183d9ef9c
"BROKE JAIL
On the evening of the 5th, n Negro fellow named NEPTUNE, well known about the town as having been in the employ of Dr Schmidt, as his Gig driver, about 5 feet 7 inches high, light complexion for a Negro, with a sulky look. Had on when he made his escape a blue jacket, and pantaloons. A very liberal reward will be given by the parties interested, for his apprehension and delivery at the Charleston Jail, or any other Jail in the State, so that said fellow may be recovered.
March 16 
3
ISAAC TOBIAS, Jailor.",09210d23-b112-4511-8597-f9244b2498c7
"RANAWAY.
SAM and his wife BECK, late the property of M. Davidson, of Ashley River, and formerly from the Estate of C. Wlliman, Esq., Sam is a [illegible] middle sized black fellow, has a [illegible] foot, and walks awkwardly, smooth of speech, and is about 45. Beck is well made, and middle size, [illegible] [illegible] , speaks well and quick. If not about the City they may be on the Ro[illegible] O, Combahee, or Stono, where Mr. Williman had plantations. Ten Dollars, and customary expences will be paid on their delivery at the Work House in Charleston, or to                                James C. W. McDONALD,
May 8        [illegible]4                          Ashley River.",0925b981-abf6-489a-95f9-941dbe9a59f7
"",0944f492-e948-4f48-81d5-16205b88f1c7
"Fifty Dollars Reward. 
Left my premises on the 9th of April last, my slave ROSA, alias ROSALIE. She is about 6 feet 6 inches high, lean and a little defective in one eye. She speaks the English and French languages, and is about forty years of age. 
JACOB MEHLE, Ninth street,
Between Chippewa and Jeracy streets,
my21-2m                   Fourth District",094f81f6-6de3-468d-838d-886e57f38e67
"THIRTY DOLLARS REWARD. 
Ranaway some time since my Negro Fellow LIMUS. Limus is about 28 years old, and about 5 feet, 8 or 9 inches high, well made and likely, with a good set of teeth,and generally wears whiskers.  He is very plausible when spoken to, and apt to deceive.  He has a wife at Mrs. Brown's Plantation on John's Island, and has been there several times, where, no doubt, he is still lurking ; he has also been seen in the City recently. The above reward will be paid,on the Fellow being lodged in the Work House in this City. 
April 22 
(illegible)
WM. LUTEN. ",095052f5-ef0c-49f2-8b66-0acf64d82697
"
                                 Runaway Negro. 
My Negro Lewis, about 45 years old, of small stature, his right arm and hand injured by a cotton gin, ranaway in February last. He is supposed to be lurking about Nashville or Murfreeaboru. I will give $20 reward to any person who will lodge him in jail, or return him to me. 
                           Francis A. Owen, 
Near Lamar, Miss. August 10, 1840 ",09a9fb0a-365f-4435-ba2c-7e4d3976c872
"TWENTY DOLLARS REWARD. 
Runaway from the Subscriber, on the 2d instant, his MULATTO BOY, a Tailor by trade; about 23 years old, 5 feet, 10 or 11 inches high, speaks quick, and is very much pitted with Small Pox: had on when he went away, a dark Surtout Coat, Drab Pantaloons, and black Hat. It is thought that he took with him a free pass, and that he would make his way to Charleston, (So. Cu.,) as he has a wife at Mrs. Macnnt's. The above reward will be paid for his delivery to me, or lodging him in any Jail in the State, so that I get him again. 
WILLS RUMSEY. 
Manchester, Sumter District, July 6th, 1825. 
July 13 18",09b04082-00d3-4a0f-b8b6-5c1a0b788b90
"On Tuesday night, about 9 o'clock, Nancy, a negro cook about 42 years of age, of large and corpulent person, belonging to the subscriber, ran away from his residence, and is supposed now to be in or near Nashville. She was formerly the property of Mr Rob. 
Hill of Wilson county, where several of her children reside, and lived last year with Mrs. Hill near the Post Office. Whoever will return her, or give information where she may be found, shall be suitably rewarded. ",09b0f672-ba59-4309-a43e-6085063d2b78
"FIVE DOLLARS REWARD. 
Ranaway, on the night of the 14th inst. ABRAHAM, a Negro Man, about 21 years of age, 5 feet 6 inches high, large eyes, his hair combed very high in front, and small whiskers ; dress a round dark grey jacket, white waistcoat, and dark bottle green pantaloons. The above reward will be paid for his delivery to the master of the work house, or the subscriber. Masters of vessels are hereby cautioned against employing or taking said Negro out of the State, as the law in that case will be rigidly enforced.
WM. BEE; 52 Meeting-st.
pril 24",09b6cf08-b5a6-4300-b08f-e779d3044a9b
"TEN POUNDS Reward. RAN away from the Subscriber, some time ago, a stout young NEGRO MAN, aged 22 years, about 5 feet ten inches high, his name formerly was NEPTUNE, but now goes by the Name of JOHN NEPTUNE. Any person delivering him at No. 12, in Crown-street, shall be entitled to the above reward. All Masters of Vessels are forbid carrying him away, as they may depend on being prosecuted, by THOMAS GUION New-York, Nov. 17, 1783.",09f61088-6d18-4507-9591-407e663ca2c1
"50 DOLLARS REWARD 

Absented himself from the subscriber in January last, a Negro Fellow named HARRY, a carpenter by trade; about 28 years of, 5 feet 7 or 8 inches high, slim made and dark complexion. He went of without the  least provocation. As he has been seen repeatedly of late, he must be harbored in or about the town, where he is well-known. The above reward will be paid on conviction of his harbored or countenanced to stay out by a white person if by a person of color 30 dollars, or 10 dollars for his delivery to the master of the workhouse. 
JOHN SCHULZ  March 27",0a1ad7ec-5bc2-4f8b-84ae-0d9a154e6afa
"RANAWAY from the subscri,ber on the 21st inst. a negro boy named SAM LOW. Said negro is about 21 years of age, 5 feet 8 high, stout built, round face, with a scar across his nose and a mark on his cheek. Whoever will lodge said negro in the jail of this country can receive the above reward on application to Wylie & Hall, or to ERIC BERNDSTON.

March 23-114tf",0a2aec15-507a-40d3-88de-df5f49cfc665
"15 Dollars reward.
The abovee reward is offered for the arrest, of the Negro Wench NANCY, who absconded about fifteen days since, she had the habit of selling cakes, she has very black skin, a large breast, a fearful look. She had on a blue cottonade gown with squares, she is generally at the p[illegible] Mr. Mornay's.--25 dollars is [illegible] offered to the person who can discover where she is harboured.
A. LACOUTURE.",0a49491d-bf63-46e7-b8fd-8278709cfe67
"Stop the Villains !
Run away from the subscribers on the night of the 4th of this month, from the town of Portland in the county of Dallas, twelve Negroes, nine likely young fellows, two women and a child; they descended the river in a small keel bottomed boat. It is supposed they will endeavor to reach Pensacola. Any persons apprehending and securing said Negroes or any part of them, shall be well rewarded.
Leo. Abercrombie.
Jno. W. Griggs.
March 5, 1821.  40 tf
The editors of the Mobile Gazette are requested to insert this twice, and forward their account to this office.",0a4b00ff-33a5-4dd4-bbd7-5935d00959f8
"WAS committee to the Jail of the city of Richmond, on the 5th dey of January 1839, a Negro Man, who calls himself John CARTER. The cummitment chargus the said John Carter to belong to Robert Billupi of Norfolk Borough; but the said John Carter claims himself to be free. The said Negro Man appears to be about 28 years of age, five feet, two or three inches high. The said Negro Man had on when cummitted, a blue round Jacket and Pantaloons. The owner of the said Negro is requested to come forward, prove properly, pay charges, and take him away, or else he will be dealt with as the law directs. John A. Quay, 
D. S for WM. D. Wren, S. C. R. 
5 Jan 09-w12w",0a58aad8-53a2-471c-94e7-722a982678c0
"FIFTY DOLLARS REWARD--Lost, stolen, or ran away, a bright Mulatto Boy named MARVIN, belonging to a Mrs. E.M. Carpenter, almost white, about eight years old, with light curly hair, pleasant countenance, and very quick and active in speech and movement. When he left home he had on a white cotton shirt, linen pants, and check socks. he has been gone since the 12th of September last. The above reward will be paid for his delivery to Jonathan Worrell, Esq., at the Work-House.  dec6-1m",0a828c89-55ab-4422-9087-cc48e1b44838
"Escaped from the subscriber on the morning of the 8th inst. at the house of MR. Page, in limestone county, on the Brown's ferry road, a negro man named DANIEL, about 19 years old, round full face, 5 feet 7 or 8 inches high, wide mouth, thick lips, upper fore teeth wide apart, rather knock kneed, his color rather light for a negro, had on a green blanket coat, new wool hat and shoes, and was hand-cuffed. Said boy had just been taken from the jail in Huntsville, where he had been confined for some time- He will in all probability deny his name as well as that of his master, as he has previously done, when taken up. I ill give the above reward of 20$, if taken up and contined so that i get him, and all reasonable charges paid for his delivery to me near Washington, Autauga county, Alabama, or to John Abbott, near Aber-deen, Lowndes county, Mississippi; where letters can be addressed.
JORDAN ABBOTT
November 23-w3t. ",0aa89e27-a66b-4e0f-8600-6b8f4b491640
"RANAWAY
Yesterday morning, a Negro Boy, named HARRY, about nineteen years old and about five feet five inches high. He belongs to Christ Church Parish, and probably will endeavor to return there. A reward of five dollars will be paid for delivering him on Sullivan's Island, to JOHN HOLLAND, or at the work-house.
April 30 3",0acf140c-ca41-4adc-9f8e-e3ae7a921679
"TEN DOLLARS REWARD.
Runaway from the Subscriber on Thursday 26th Inst.tho Negro Boy JACOB, by trade a Shoe-Maker, about 18 years of age; and is so well known about the city, that any further description of him is considered unnecessary. If it can be proved that he is harboured by any white or free colored person, Thirty Dollars will be paid, as the law shall be most rigidly enforced. Captains of peddled are cautioned against carrying said Boy out of the State.
May 31        JOHN REDFERN ",0ad32dbc-2a54-44df-a37f-d6d1a4ab0204
"RUN-AW AY some time ago, from Philip Skeene, Esq; of Skeensborough, a Spanish Negro man named Ned, near six feet high, of a yellow Complexion, about 40 years old. He was taken a few days ago, on board the City of London, Capt. McFadzean, where he was in the capacity of a cook; since which time he has made his escape, supposed thro' bad advice, as he has lately been received and slept on board said ship. Yesterday he was seen in town, waiting an opportunity to get on board some vessel. It is therefore requested that no person in this city, or master of vessel will conceal said Negro, as they will answer for the consequence. A reward of Forty Shillings will be given to any person that will take up said slave, and bring him to his master, at Mrs. Airy's, or to Capt. Vardill, near Burling's-Slip. New-York, October 26, 1776.",0ad66109-bf93-4d2c-9a81-42d78f365a51
"RANAWAY from the Subscribers on the night of the fourth instant, a negro fellow calling himself JOHN, he was a runaway slave lodged in Twiggs County Jail, and says he belonged to a man by the name of David T. Willson of Mobile, Alabama, all of which is not believed. He had on when he left a blue pair of cloth pantaloons, an old silk velvet vest, two round coats, a sattinett and linnen: a black hat, a pair of round toed shoes, about No. 8; and is supposed to have rode off a horse belonging to William Perry - the horse is a brown bay, and from a spot in one of his eyes has lost the sight. John is a very dark complected negro, about twenty five years of age, five feet, six or eighth inches high, very fleshy, and from being whipped has scars on his back, arms and thighs; of the African race, and very smart and handy about the house and stable, although affects to be very ignorant. A liberal reward will be given for his apprehension if lodged in some Jail, or delivered to the subscribers in Marion. June 12, 1838

CHARLES C. WHITEHEAD,
51-tf. ROBERT A. EVANS.",0ae5e8ea-d68d-4119-9129-ef353668490e
"DOLLARS REWARD 

Will be paid for the apprehension of Zephire or Jefery, a Negro, who escaped from Savannah jail, in company with several others, the latter end of last month. He is about 50 years old, African born; he speaks broker, English and French; the only part of his dress recollected, is a leather hat. The above reward will be paid, on his delivery either in the jail or Savannah or Charleston 

  MARIA LOUISA KERBLAY
         Augusta, March 21  ",0b3f598a-4d41-456b-97d7-e77ac90488a3
"RUNAWAY NEGROES.
BROUGHT to Baldwin goal on the 18th inst. a negro man, by the name of Sam, belonging to Bennett Terrell of Wilkinson county; also a negro woman, by the name of Amy, who belongs to Randolph Jackson; the owners are requested to come forward, pay expenses, and take them away. F. SANDFORD, Gaoler.
January 19.
",0b406700-0b96-4ea5-9dc2-ee298098b3e6
"$25 REWARD
LEFT the subscribers plantation on Sunday morning, the 11th inst.. a bright mulatto woman, by the name of CHARLOTTE, between 35 and 40 years of age, 5 feet 7 or 8 inches high, her upper front teeth gone. It is my opinion that she will endeavor to stay about Milledgeville or Eatonton. The above reward will be given for her delivery or lodgement in a safe Jail so that I may get her.
ALFRED M. GEORGE.
Blountsville, Jones Co., Ga.. Sept. 15, 1842.   -14",0b40aa6a-d7ee-415e-8b89-d76ff04aa58d
"20 DOLLAR REWARD.
Absented herself from the subscriber, a
Mulatto Woman named HANNAH, a-
bout 25  years of age, formerly the pro-
perty of Mrs. Sarah D. L. Motta. she is
about 5 feet 7 or 8 inches high, wears a
handkf on her head, has heavy eye-brows,
a down cast look, and when first spoken to
has some hesitation in answering. She has 
often been seen in the neighborhood of Mr. Flinn's
Church, where it is supposed she is harbored. The
above reward of 20 dollars will be paid, on lodging the
said ??? Hannah in the work-house, or 30 dollars
to any person who will deliver her, and prosecute to
??? the person who may harbor her.
February 19         C. W BULOW.",0b7c5345-ac49-4591-bf75-d29f97a641dc
"FIVE DOLLARS Reward, RUN-AW AY, from the Subscriber, a Negro Man named TOM, about 50 Years of Age, 5 Feet high; Thick Set, yellow Complexion, Lisps some little (hardly perceiveable) Had on when he went away, a Pair of brown tow Trowsers, strip'd woollen Shirt, a felt Hat about half worn, a Pair of new Shoes with Buckles, a Waistcoat with the Fore Parts Brown, the Back Parts White. Whoever takes up the said Negro Man, and brings him to the Subscriber, shall have the above Reward, and all reasonable Charges paid; by me JOHN VAIL.",0bbce606-1702-4dd4-92ce-66820535f24e
"STOP THE THIEF.
A FREE MAN who calls himself, HENRY FIELDS, has stolen from the subscriber living near Salem, Franklin country, a Negro woman name MARIA. The negro man is a low, heavy key fellow, tolerably black, about 5 feet 6 inches high. He has a certificate from Col. Micah Taul, that he is a free man. The girl is of yellow complexion, spare built, about 5 feet high; as I now recollect she has a scar from a burn on one of her cheeks. but not recollected which; she is 18 or 19 years of age. It is thought that they will make for Kentucky, and from there to a free State. I will gove $25 for the apprehension of the girl, and $25 for the boy, if confined in any Jail so that I can get them. The boy has with him a fiddle. He stole a Grey Mare from Wm, Devin, near Winchester.
WM. WOODS.",0c62646b-b6df-47f1-a178-b156d9fc1cf1
"RAN-AWAY,
FROM the subscribers' Iron Works, in Perry County, Tennessee, on the night of the 8th inst., Five negro fellows - des-cription as follows, viz : One by the name of BOB, black complexion, lame in one of his legs, about 5 feet 9 or 10 inches high, between 25 and 30 years of age - another by the name of BOB, a Mulatto man, about the same height, and about 25 years old ; DANIEL, about 5 feet 4 or 5 inches high, of black complex-ion, about 22 years of age. JIM, about 6 feet 1 inch high, black complexion about 22 years old. ALEXANDER, (called Ellick,) about 5 feet 4 or 5 inches high, black complexion, 18 or 20 years of age. The last boy was hired of a Mr. Thompson, of Davidson County. The first 4 described ne-groes were purchased by Dr. Wm. M.G Gwin, in Mis-sissippi, of some Negro traders who bought them from Virginia or South Carolina. A liberal reward will be given for the apprehen-sion and confinement, or delivery of said negroes, or either of them, so that we get them again. Any information with regard to them, addressed to John Dixon, at the Iron Works, or A.D Duval or Sam-uel P. Love, Nashville, will be thankfully received and the information well rewarded.
GWIN & LOVE,
By A.D DUVAL & S.T LOVE
Sept. 20th, 1837. -wtw-tf
The Richmond Enquiter, Knoxville Register, and Louisville Advertiser, will please insert the above four weeks weekly, and forward their ac-counts to this office.",0c797627-728e-4f74-9e1b-5c5ffde4bb02
"Left the camp of Mr. Robert D. Ware, between Milledgeville and Macon, on the 28th of DECEM-BER last, when moving to Montgomery country, Alaba-ma, a Negro fellow named JIM, about twenty-eight to thirty years old, black complected, stoutly made, and has ac-quaintances in Baldwin. The above reward will be given for his apprehension and being secured in any jail in the state, so that either MR. Ware, ur myslef may get him. 
B.H.WARREN.
Augusta, February 9, 1836-4t-38",0c7d3677-5e3d-4439-ba1a-f502f7d24626
"RUN AWAY from Laurel Hill, Sunday night the 20th instant, a Negro Boy, fourteen years old, called LONDON, had on a white woollen waistcoat, breeches, and a shirt, who is supposed to live with his mother BET, in or about town, Whoever brings them to me, or to No. 21, Princess Street, shall receive one Guinea reward. All persons are hereby forwarned not to employ them, carry them off, or harbour them. JOHN HEINEMAN, Judge Advocate of the Hessian Regiment de Losberg, jun.",0ca708ce-8d34-4004-b849-be8ff4adff7d
"RUNAWAY
On Sunday last a negro woman named Eliza, aged about 35 years. Had on an old sun bonnet and dark calico dress. She left two children at my residence. A liberal reward will be paid to any person who will apprehend and secure her so that I may get possession of her again.
                   JAS. H. SYLVESTER
jan5 5t*       corner Girod & Philippa sts.",0cdb3148-799b-4a1f-a9e2-6ec6799a6c08
"$20 Dollar Reward.
RANAWAY on the 16th July last, a Negro Fellow, about 22 or 23 years of age : he is well known about town as formerly the waiting man of Theodore Gaillard, Esq. he is also well known about Ranowles Bridge, being the toll receiver of the bridge (about four years ago) when he propert of Mr. Wilkie. A reward of TWENTY DOLLARS with all reasonable expenses, will be paid on delivering him to the master of the work-house, in Charleston, ? JOIN PLATTS. Barnewell District ; or D. LEITCH 232, King-street.
October 4
2-m",0d0d4085-2a43-4b2c-add0-26b069683f5e
"RUNAWAY
FROM the subscriber on the 23rd of March, two negro men,
JOHN and JOE,
who, I expect, are about Nashville, if not on their way to the free states, as Joe has once before made the attempt to get to the state of Ohio, and was taken up in Kentucky. John is a black fellow 5 feet 8 inches high, near 30 years old, very artful and sensible, quick spoken, reads and writes, plays the fiddle, and is a good coarse shoemaker. He has also worked at the Hatters and Coopers business. Joe is stout made, about 5 feet 7 or 8 inches high, not very black, thick lips, low forehead, flat nose, when speaking inclined to stammer, with a low soft voice, a down look and bad countenance. Any person delivering the above negroes to me at Manskers Lick, Davidson county, Tennessee, or secure them in any jail in the state, so that I get them, shall receive fifty dollars reward, or twenty five dollars for either. If taken and secured out of the state of Tennessee, one hundred dollars reward, or fifty dollars for either of the said negroes.
DAVID DUNN.
Nashville, April 12, 182032tf.
The Editors of the Cincinnati Inquisitor, and Vincennes Centinel, will insert the above once a week for six weeks, and
forward their accounts on to this office for payment.
",0d5d4a3a-f324-47a6-8212-74373f45a7fd
"STOP THE THIEF
A free-man who calls himself, Henry Fields, has stolen from the subscriber living near Salem, Franklin county, a Negro woman named MARIA. The negro man is a low, heavy set fellow, tolerably black, about 5 feet 6 inches high. He has a  certificate from Col. Micah Taul, that says he is a free man. The girl is of yellow complexion, spare built, about 5 feet high; as I now recollect she has a scar from a burn on one of her cheeks, but do not recall which: she is 18 or 19 years of age. It is thought that they will make for Kentucky, and from there to a free State. I will give $25 for the apprehension of the girl, and $25 for the boy, if confirmed in any jail so that i can get them. The boy has with him a Fiddle. He stole a Grey Mare  from WM. Devin, near Winchester.",0d7891da-1e3c-465e-aeea-4b7529b9c80c
"$50 REWARD. 
Ranaway in May last, a Negro Girl named LAVENIA, about 18 years old, black, rough skin, thick lips, good teeth, and she walks awkwardly. I bought her in Richmond, Va., last Spring, a year ago, and she may have made an attempt to get back. I will give the above Reward if she is caught in any adjoining State, or thirty dollars if she is caught in this State, and placed in Jail, so I can get her. 
D. G. HIGHES. 
Twiggs County, Ga., Dec. 18. 
32 tf.",0d8951ab-118e-46e6-bdc7-59b16022c16f
"THIRTY dollars reward. Ranaway from magnolia grove estate, Terre Aux Boeuf, about the 20th ult. two negro men, named Joe and Tom. Joe is about 40 years of age, and 5 feet 10 inches in height, has a small scar over one eye, also one on his breast and back from the wound of a shot, and one of his little toes much shorter than the other. Tom is about 20 years of age, a large scar across his breast from the cut of a whip, and has a down look when spoken to. The above reward will be paid for apprehending them and securing them in jail, by WM. P. WELHAM, dec 21 15t Manager of Magnolia Grove Estate",0dee5eeb-3f0a-4ce4-b465-a76acb7fb365
"$100 Reward! 
Left the Plantation of the Subscriber in Wilkinson county, the 
5th of March last, my nergro woman 
Mariah Frances, about 18 years old,
of light complexion. Having purchased
said negro from Mrs. M. E. Blouni,
of Milledgeville, Ga., it may be that
she is lurking about that place, or her Plantation in Washington county.
I will pay Twenty-Five dollars for the delivery of
the girl to me, or in any jail so that I can get her.
If said negro is harboured by any white person, I will 
pay One Hundred Dollars for evidence to convict.
Address, T. C. WHITEHURST, Gordon, Ga.
- May 20, 1859 ",0e0520aa-3e2a-468a-b01d-a9a0fd9e07b5
"FIVE DOLLARS REWARD
Ranaway on the night of the 14th last Abraham, a Negro Man, about 2[illeg.] years of age, 5 feet 6 inches high, larg[e] eyes, his hair combed very high in fron[t] and small whiskers ; dress around da[illeg.] grey jacket, white waistcoat, and da[illeg.] bottle green pantaloons. The above r[e]ward will be paid for his delivery to t[he] master of the work house or the subscriber. Ma[s]ters of vessels are hereby cautioned against employin[g] or taking said Negro out of the State, as the law [illeg.] that case will be rigidly enforced.
WM. BEE, 52 Metting-st.
April 24",0e1dae88-b053-4ea3-9105-14f843471d93
"Brought to Jail,

ON yesterday, a negro man who 
says his name is PARKER, supposed
to be about twenty-five years
old; about five feet nine inches high, 
has a scar on the upper corner of his
forehead on the right side; says that
he belongs to Jacob Powell, of Barnwell district, S. Ca. 
[illegible] mortgaged to Robert Lawton, who sold him to William Crawford
of Kentucky, from whom he escaped west of the Flint river in this State, in March last. The
owner is requested and notified to apply in terms of the
law, and take him away.      GREEN GRAY, Jailer.
Clinton, Ga., August 20, 1812",0e33e549-21e8-4a35-aa78-1a19d92ba542
"HORSES AND NEGROES LOST. 
Strayed from 92 Custom House Street, early in December last, two Mares, one a brown, with long mane and tail, about 14 hands high, more than 12 years old: the other a blood bay with short nicked tail, near 15 hands high, 4 years old, both remarkably gay, and fast trotters, with no white marks upon either. 
Also, late in December, a tall slender Negro woman, named HANNAH, about 40 years old, with but one eye. One half the value of the negro will be given any person who will return the horses or one half [illegible] negro will be given to the Orphan Assylum, upon her being reclaimed for the owner. 
The Lafayette Gazette will publish the above 4 weeks, and send the account to 92 for payment. ",0e3983f1-abf7-4587-a22e-04b9117264ac
"One Guinea reward, Sarah, a mulatto wench, the property of Mrs. Reid, has absconded from her mistress, on being accused of theft, and is known to be secreted in the city. Whoever will aprehend her shall have the above reward, on applying to Mrs. Reid in King Street.",0f90a71a-757b-428d-8a75-e73d2c778f9b
"RUNAWAY NEGROES.
BROUGHT to Baldwin goal on the 18th inst. a negro man, by the name of Sam, belonging to Bennett Terrell of Wilkinson county, also a negro woman, by the name of Amy, who belongs to Randolph Jackson,; the owners are requested to come forward, pay expenses, and take them away. F. SANFORD, Goaler.
January 19.",0fa25366-70ed-488d-be49-d2806fba9061
"RUN away Tuesday the first instant, a Negro Boy named TOM, the property of Dr. M'Lean, No. 6 Water-Street; he is a strong thick well made fellow, about 16 years of age, speaks tolerable good English, had on when he went off a thicksett jacket, and osnaburgh trowsers. Whoever apprehends and restores him to his said master shall have an adequate reward for their trouble. All masters of vessels are strictly forbid harbouring this Negro, who will probably change his name to facilitate his escape.",108b3da7-597c-447b-98fc-6fc33021fb2a
"And all expenses paid. Rana way from the subscriber in January last, a Negro Woman named NANNY, country born. She formerly belonged to Mr. E. Jaudon, of St. Andrew's parish. Said woman was purchased by Mr.F. Jaudon, of Mr. T. Gaillard, of St. John's Berkeley. She is 5 feet some inches high, full eyed, light complected, speaks short and surely. She has a father in Charleston, by name Sam Gaillard, a free man. She may go by the name of Gaillard or Jaudon. The above reward will be paid for her delivery to me in St. George's Dorchester, or Charleston Work House. All persons are cautioned against harboring said woman, as the law will be rigorously enforced. JOSEPH COX. March 22 f3",10b3431f-424c-4db6-b616-4843af0aef91
"ONE HUNDRED DOLLARS REWARD--For the delivery of BRAZILE; in either of the city prisons.  He ran away last July; has been seen dressed in women's clothes several times in the city, and also in genteel male apparel; he is a regular attendant of the balls, speaks French and English, is about 21 years old, a dark mulatto or copper color, has a Roman nose, rather slender, genteel person. he formerly belonged to Henry Hoskins Esq. of this city. He came from Charleston, South Carolina, five years ago, and has the Charleston brogue when speaking English. Inquire at No. 73 Baronne street.
f19--1y                 GEO. A. BOTTS",1108cb49-f1ad-4f61-b318-f94f2b6412ab
"THREE DOLLARS Reward. RUN-AW AY from the subscriber on the night of the 8th instant, a negro lad named FRANK, about 18 or 19 years of age; he stutters very much, has thick lips, and a great stock of impudence; has lost two of his upper fore teeth. Had on a brown coat with a cape, and old black breeches, but 'tis supposed he will alter his dress, as he has taken two check shirts and a pair of trowsers with him. It is imagined he has gone to the fleet at Staten-Island, as he stole a canoe, stretch, paddle, and oars. Whoever apprehends said negro, and returns him to his master, shall receive the above reward from GEORGE DEBEVOISE.",11214bfb-5d98-4792-9ef7-337e11ab699b
"COMMITTED
To the Jail of Mobile County on' the 21st of July, 1832, by [illegible] William, Esqa Justice of the Peace in and for [illegible] county, two negroes - the Man about 23 to 24 years of age, 5 feet 3 inches high, dark complexion, with a thick bushy head of hair, & calls himself STEPHEN EDWARDS, and professes he is free. The woman is about 20 years of age, 4 feet 9 inches high, dark complexion, with thick bushy hair, and says she is the wife of Stephen, and professes also to be free; and they say they are late [illegible] New Orleans. The owner is herby requested to come forward, [illegible] property and pay charges, or they will be sold for the same, according to the statate in such cas[illegible] amde and provided,
July 23 - 23[illegible]
J. BATES, Jr Shff.",112bc521-236d-457f-897a-a8cac88bb1a1
"Run away on Friday the Eighth of February inst. From John Sebastian Stephany, Chymist, a Negroe Man, named Pompey, he had a wooden Leg on when he went away, a white Coat, an Ozenbrigs Shirt, tow Cloth Trowsers: Whoever takes up the Said Negroe, and brings him to his said Master, shall have Twenty Shillings Reward, paid by JOHN SEBASTIAN STEPHANY. N.B. He inclines to go to Sea, all Masters of Vessels are forbid to carry him away, as they shall answer it at their Perri!.",1161bec2-474f-4e50-8c15-3d2127c162ee
"50 DOLLARS REWARD
Will be given to any person bringing back to the subscriber in N. Orleane, 2 negroes, Robertson and Washington, who absented themselves on Saturday evening. The first is 24 years old, round face and very black, and has a small piece of his ear cut off. Washington is 27 years of age, and stutters, his body is rather bent forward - both are of middle size and only speak English.
                                                                                                                                             P. W. Debuys.
The above reward will be paid on application to M'Loskey, Hagan & Co.
Feb 27 - 103tf",116d80a7-8149-4482-8a79-692988d95767
"TEN POUNDS Reward: Run away on Wednesday Night last, from the Subscriber, a Negro fellow named Jack, wellý set, and not very black: Had on when he went away, a brown Pea-jacket, and a blue under one: He also took with him a Pair of Buck-skin Breeches. Whoever takes up and secures said Negro Fellow, so that his Master may have him again, shall receive TEN POUNDS Reward, and all reasonable charges paid by Wm. Brown John. All Masters of Vessels and others, are forbid to carry off said Fellow, at their peril.",11906635-53c9-4a52-8fe6-7656980fefc6
"RUNAWAY-$20 REWARD.
The Negro Woman HANNAH, about 45 years of age, absented herself from my dwelling last February, without cause. She is low in stature and inclined to be fat. It is supposed she is harbored in the upper faubourg. Twenty dollars reward will be paid for her apprehension. 
W.M. LAMBETH",119f63d1-2d26-4fe8-b729-d5d230da6cfa
"STOP THE RUNAWAYS.
On the 3d instant, two negro fellows runaway from my plantation, near Washington, Wilkes county, Georgia  one of them was by the name of MANUEL, about 5 feet 6 or 7 inches high, 23 years of age, speaks hastily, is pert and sensible  the other is by the name of CLAIBORNE, about the same height, a few years younger, has a down look, and a low guttural voice. Ten dollars will be given as a reward for securing each of the above negroes in jail, and conveying me the earliest information. 
DAVID P. HILLHOUSE.
February 17.",11ad43e3-4675-4a30-9ed2-49f60ab6b137
"Run Away, 
From the subscriber, in Wikes-county, Geogia, in December, 1818, a negro
man, by the name of JESS. forty-two or
three years old, five feet eight or ten inches
high; his complexion a little yellow, and
has a small win or lump on his forehead
He is a good waggoner, and plays the fiddle.
I am apprehensive he was conducted 
off by a man calling himself KILE. I will
give one hundred dollars reward for information
so that I get him again,
WILLIAM KILGORE.
June 29-1am3m",11e8831b-afd3-4de9-8b6d-7fe8d55fda7d
"20 DOLLARS REWARD, 
Will be paid for the apprehension of ZEPHIRE or JEFFRY, a Negro, who escaped from Savannah Jail, in company with several others, the latter end of last month. His is about 50 years old, African born; he speaks broken English and French; the only part of his dress re-collected, is a leather hat. The above reward will be paid, on his delivery either in the jail of Savannah or Charleston
MARIA LOUISA KERBLAV.

Augusta, March 21 f5 [m29]",1204a833-f4c2-49a7-b751-0556e9fc5502
"$15 REWARD will be paid
for the apprehension and delivery, to the 
undersigned or In any of the jails of the city, 
of the Negro Woman FANNY, aged 35 - 40
years, about 5 feet high, with eyes of a red-
dish complexion, produced by drinking. She formerly 
belonged to Mr Randolph, who keeps the 3d Munici-
parity Ferry, and she is supposed to be harbored by
some person near Algiers. A further reward of Fifty
Dollars will be paid on conviction of such person or 
persons on application to J A BEARD & CO, 
Camp street Mart. ",121c50e5-fdb2-4a54-a982-9d6823d30d2a
